,date,obs,HRES,CTR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50
0,2007-01-06,0.6,1.63829326629639,2.07521906122565,3.021574113518,2.3517608642578103,1.86307425610721,3.00753116607666,2.6469707954675,3.1185150146484397,2.05836305394769,2.74812686257064,2.26592528633773,3.2527446746826203,2.76072020642459,2.64739990234375,2.98045156523585,2.4364709388464703,2.74541368708014,1.96538446471095,2.6820849161595097,3.18753719329834,3.5129785537719704,3.11589241027832,1.87189574353397,2.94003495946527,1.5403270954266202,2.04005232080817,2.31099128723145,4.27587050944567,2.2984123788774,3.5228729248046897,2.46730330400169,1.65290827862918,2.56762513890862,1.8678903579711899,2.91478633880615,1.9083595834672498,2.7103424072265603,3.02965636365116,4.22449130564928,1.95310113485903,1.94358825683594,2.25296011194587,2.59435176849365,2.25830078125,2.62218480929732,1.7124318983405802,2.73823738098145,3.0960082076489903,1.59525871276855,3.2627582550048797,2.3593902587890603,1.99623103253543
1,2007-01-07,3.0,7.34853744506836,6.923675537109379,9.452724829316141,6.47068023681641,6.51693344116211,7.154426537454129,6.90059643238783,7.45813362300396,8.62227380275726,4.54950332641602,7.7426433563232395,7.41100311279297,7.05432891845703,7.138214074075219,5.81876747310162,8.828621357679369,7.33387004584074,8.50364658981562,5.86605072021484,6.200313568115231,7.39366514608264,5.49409864470363,8.35643708705902,7.755279541015621,6.26974087208509,6.59751892089844,6.59847259521484,6.4697265625,6.4845085144042995,6.72225933521986,6.75853714346886,8.25160928070545,7.41386413574219,7.07410834729671,8.251123130321501,6.64234161376953,7.403297349810599,7.59855285286903,6.4900778234005,10.129280388355301,7.67326354980469,8.23776237666607,7.96695705503225,5.98249398171902,5.76162338256836,7.724914699792861,7.711200509220361,8.92443675547838,9.793262928724289,5.97238540649414,6.739139556884769,6.95554725825787
2,2007-01-08,0.0,0.140809992444701,0.152702326886356,0.293664925266057,0.228013974265195,0.528745644260198,0.19803045142907602,0.27969360235147195,0.129413601825945,0.13774393300991503,0.365610118024051,0.21916865080129397,0.4916763282381,0.22953032748773702,0.0952243717620149,0.277919752988964,0.251827237661928,0.310983654344454,0.228242861339822,0.332679745042697,0.13556478370446698,0.142087927088141,0.28316496172919897,0.4433631838765,0.151281346916221,0.304574961774051,0.15249251737259303,0.223836890654638,0.187721248948947,0.165610297699459,0.20462035899981898,0.181875220732763,0.0915527198230848,0.117897972813807,0.9590339614078399,0.17321108316537,0.195884698769078,0.185394281288609,0.159120550961234,0.208759287488647,0.148105609696358,0.132408138597384,0.246458046603948,0.173745153006166,0.36232947604730703,0.188493722816929,0.193319312529638,0.23492812761105605,0.22375106345862197,0.13151168241165598,0.16249656619038402,0.329074857290834,0.24271009897347504
3,2007-01-09,1.3,3.6671159323304905,4.29034233093262,5.11846505105495,5.614566616714,3.49454861134291,3.9157392457127593,5.1824091933667695,4.92790201678872,5.40342321619391,3.4842491149902304,4.02112025767565,4.86494041979313,3.71985416859388,4.27103042602539,4.71420306712389,4.6165082603693,4.54243645071983,2.93278694152832,4.25540935248137,5.12895546853542,3.0575369019061296,5.1095010712742805,4.15587425231934,3.9807315915823,3.98430787026882,3.9926050230860697,3.7619590293616096,3.09724803082645,4.746580030769111,3.75184998847544,4.77561913430691,5.80986030399799,4.5187091454863495,4.5320987701416,3.61132598482072,4.8929261974990395,3.6479472182691097,4.93409112095833,4.4883247464895195,3.31317889504135,4.13587084040046,3.73916607350111,4.09300811588764,4.32186108082533,3.43035697005689,3.18666454404593,4.9532987177372005,3.40056419372559,4.35705203562975,6.495770998299121,4.44774609059095,3.9682388305664102
4,2007-01-10,0.3,1.2533664703369098,1.33523938711733,0.774979591369629,0.637054443359375,0.44322013854980497,1.48782727774233,1.07667921110988,1.6409158706665001,1.68204307556152,0.7960319635458291,0.9143352508544921,1.20699405670166,2.07753176800907,0.662517559248954,0.482559204101562,1.17700104601681,0.41251181391999103,1.1946773156523702,0.402736652176827,1.6538238851353502,0.94490050105378,1.4137029647827102,1.11646647565067,1.26552581787109,1.14645960275084,1.1129140621051201,1.62005424499512,1.6131401062011699,0.623130821622908,1.0599612724035998,0.63707830850035,1.1985779274255,0.8473873022012409,0.8181572193279859,0.7592678302899,1.01678376086056,0.568294548429549,2.13963980786502,0.9946584468707441,0.71263313293457,1.26996042672545,0.759983086027205,1.52087211608887,1.2580394977703702,0.8004712872207159,1.23672490008175,0.37286756560206397,0.7808208465576171,0.586986541748047,0.630855560302734,1.30326743237674,1.98087701573968
5,2007-01-11,0.5,0.9020328288897871,0.7761525921523571,1.6889760736376003,2.33554374426603,1.71167845837772,2.51219281926751,0.7286069449037309,0.759696937166154,1.4060735702514602,1.8609762191772499,0.913023948669434,2.17699981294572,2.26426124572754,2.8739548288285697,2.0445822738111,1.3803243637084999,1.18213170208037,1.7982625868171498,1.40850525349379,1.1854171752929699,1.54680712148547,2.06551561132073,0.81745145143941,2.06505763344467,0.5531548522412779,1.9755363464355502,1.94716453552246,1.72179692890495,1.4050006866455098,2.3803471121937,0.7269382476806641,1.20147224515676,0.9250306757166981,0.8659171871840949,1.67407037224621,1.92229263484478,2.08401679992676,1.3284680899232602,2.57325172424316,0.872063625138253,1.5904235187917901,1.8155716825276598,1.3125896221026798,1.84034812264144,2.02440260909498,1.9366263877600403,1.00189680233598,2.06892471760511,1.29842758178711,0.42300223140046,1.7331836279481598,2.23597045987844
6,2007-01-12,2.1,6.4863348379731205,5.689144134521481,1.93643569946289,3.90338874422014,3.1810090877115695,4.0125846862792995,2.4576187133789102,3.2052993774414102,2.78958305716515,4.56856749951839,2.21981992945075,5.861759185791019,4.85658645629883,4.8298835754394505,4.18710708618164,5.72795886546373,5.23671135306358,4.104852676391601,4.174232482910161,3.6046695895493,6.0784816741943395,3.15045355819166,5.198116414248941,3.6473274230957,3.38315940462053,3.7083625793457,4.549903795123099,4.5695304870605495,5.4333209991455105,4.6162605285644505,6.0734748840332005,6.44692406058311,4.5936293900013,4.71329689025879,4.80222702026367,3.2497881911695,2.43538850918412,6.74796104431152,7.27031705901027,3.26428399421275,2.50482535921037,5.61070442199707,3.69200692512095,4.2424201965332005,6.22701644897461,3.4661293029785196,5.11026382446289,2.7720641810447,5.535717122256759,4.69064712524414,3.2515523489564706,3.9806365966796897
7,2007-01-13,0.0,0.575423240661621,0.41293739923276,0.47379732131958,0.643550185486674,0.44727325439453103,0.5157542182132601,0.794587132986635,0.47781944158487,0.404179096221924,0.401118973968551,0.414072244893759,0.604449538514018,0.5599963478744029,0.46118022873997705,0.357061624526978,0.453572254627943,0.6870317738503221,0.647153821773827,0.36963581806048795,0.771908788010478,0.603091670200229,0.447852595243603,0.577932572923601,0.45281171333044795,0.460155017208308,0.8119487902149559,0.6664395332336429,0.48007012810558103,0.7095325272530321,0.7383346674032509,0.42438268428668396,0.727462756913155,0.760819879360497,0.34809112548828103,0.679026823490858,0.46711921459063893,0.9376525995321571,0.7814145064912741,0.61207648832351,0.32806396484375,0.657095923088491,0.570286531001329,0.452429056167603,0.7320308359339829,0.613687036093324,0.8783173398114741,0.48902514390647395,0.563142297323793,0.560951244551688,0.628650188446045,0.6323003908619279,0.701897137332708
8,2007-01-14,1.0,0.47994178021326706,1.14384177140892,0.6303596310317521,1.38381007127464,1.44043448381126,0.84572791820392,1.1339474003762,1.01241352967918,1.0915946913883101,0.895678997039795,0.999417272396386,1.3797283172607402,0.651657581329346,1.4157295227050801,1.4009475708007801,1.15472078323364,1.10036134719849,1.0719585698097902,1.19288917630911,0.910162925720215,1.4560509007424098,0.8403658866882321,0.584244728088379,1.29773851949722,1.0173916816711401,0.8806181140244008,0.772788538597524,0.61112642288208,0.5643963813781739,1.50620460044593,0.679760007187724,1.2749433517456101,1.05666881427169,1.8091440433636299,0.782608985900879,1.37059693224728,1.02788209915161,1.00174429826438,0.7167744915932421,1.2550640385597902,0.746846199035645,1.06181856244802,0.8502888376824559,1.2944936752319298,0.536172417923808,0.911951065063477,1.04176998138428,0.666022300720215,0.8119464037008579,1.09174731187522,0.6637859041802591,1.21453043539077
9,2007-01-15,0.0,0.009608251275494691,0.00762939453125,0.0202059745788574,0.0152587881530053,0.007623437340953391,0.0291764790745219,0.0013411090549198,0.007629401807207609,0.009536746802041309,0.0139176881930325,0.00819563774712151,0.0095367431640625,0.0144839323183987,0.0139176827360643,0.00506043443238013,0.0152587927004788,0.0202035935217282,0.013917683645558997,0.0234544277191162,0.00628829184279311,0.00762939998821821,0.0278353691101074,0.0,0.0292062723019626,0.0494122577947564,0.0038147045415826103,0.006287105861701999,0.035464752727420994,0.00762939998821821,0.104725360870361,0.0221133286686381,0.0019073504518019,0.0139176854645484,0.00762939453125,0.10967255366267599,0.006288293661782521,0.023454431357095,0.00191926937986864,0.00315903162118047,0.0450015068054199,0.0152587836055318,0.0,0.00190615628525848,0.0076293954407447,0.019073486328125,0.0144839323183987,0.0076293936217553,0.0062882845668355,0.012600420632225,0.00819564411358442,0.0171601805050159,0.0171601823240053
